reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A3SGCDU5X84OPN,B007WTAJTO,Dave,"[0, 0]","Gave it 4 stars because I don't know if the problem is the card or the phone.  I have an intermittant problem where the phone stops recognizing it.  But it's fast, and holds a lot.  I would recommend it.Update:  Had intermittant issues with my phone (galaxy s3).  Finally gave up the ghost completely, computer won't recognize it at all.  I don't think I had any important data on it.  I would take it up with SanDisk, as another reviewer indicated that they replaced his over issues in his phone, but my computer can't even recognize it to wipe it so I'm not sending it anywhere.",3,"Had issues with galaxy s3, finally crapped out completely",1367539200,3/5/2013,643,0,0
A1J97T5QWF5QUJ,B007WTAJTO,"David ""Dave""","[0, 0]","This is called &#34;Class 10&#34;, so I ordered it, figuring it would have useable speed. I plugged it in to copy about 9GB of program installation files. I was totally dumbfounded that it took about 3 hours to copy those files onto this &#34;Ultra&#34; &#34;Class 10&#34; SDXC card. (9GB on my super-slow, super-cheap plastic school-kid USB thumb drive takes less than 10 minutes.) So then I tested it on various known computers with typical raw and JPG picture files. Read speeds ranged from 15-25MB/s, while write speeds ranged from 4-8MB/sec for big files, and below 1MB/sec for small files. This is what I would call largely unusable. VERY disappointing.",2,unbelievably slow,1364428800,3/28/2013,620,0,0
A24VXNU95MSRQ0,B007WTAJTO,David Dee,"[0, 0]","I was very excited to add this memory card to my G2 and finally not have to worry about used up memory anymore. This was short lived however as maybe a few months had passed when the memory card refused to write anymore data. I tried formatting it (never could wipe it), using it in a thumb drive reader kwpould not delete data), all to no avail. Luckily the data I had on it was still salvageable.",2,disappointed...,1376352000,8/13/2013,482,0,0
A2P7LATF5HBX9C,B007WTAJTO,"David O. Brown ""David O. Brown""","[0, 2]","It took 6 days for me to get 2 of these cards when I made the order early in the morning-normally that'll get my product to me the next evening. Not SIX DAYS LATER!Be warned, this was the slowest shipping I've had for my Paid Prime Account since I started. If you need these cards quickly, buy from a different seller.",2,SLOWEST. SHIPPING. EVER. with Prime.,1382486400,10/23/2013,411,0,2
A1826OEZ4RTUEF,B007WTAJTO,DefaultIT,"[0, 0]","Seems like a good value, but as yet i've not gotten to actually use mine;I bought it for a Contour+ camera without realizing that was apparently known to be incompatible. Found that out afterward on Contour's forum. The device itself will support microSD up to 64GB but there is something about Sandisk Ultras that doesn't play nicely. Unclear what, exactlySo I'm sure it's great, but you might want to check around to make sure your device will support the thing.",3,Not universal.,1369353600,5/24/2013,563,0,0
A3EPT8ENSU0TU,B007WTAJTO,DN,"[0, 0]","The card seemed to work well in most devices that I tried it in, but in a Samsung Galaxy S4 it would continue to unmount and mount over & over on the phone - a known issue on the Galaxy S4 forums due to a possibly bad batch of them.  I tried to reformat the card in the phone and from a PC computer, but that didn't help.  Finally I just called SanDisk and they had to RMA the card, which took about 2 weeks from start to finish when I had the new card in my hand.  The new 64 GB card from SanDisk looks slightly different, but still has gray & red on it.  However, it now works great in the Galaxy S4 and hasn't had any unmounting issues now for the past 3 weeks.Good card for pretty much everything else, except in the new Samsung Galaxy S4 phones.",3,"It worked for the most part, but SanDisk had to RMA it",1376524800,8/15/2013,480,0,0
A39I8IJIQRIT02,B007WTAJTO,"Donald A. P. Bergler ""dbergler""","[1, 2]","I bought 4 of these units (yes, at Amazon):  SanDisk Ultra 32 GB microSDHC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-032G-U46A for 3 Samsung Galaxy SIII and one Samsung Note 2, and found that one in the SGIII has stopped working. I tried everything, in a computer, in different adapters - dead is dead. Since the other three are used by non-techno people, I am not sure if they are still working or not.When I contacted SanDisk, they gave me test instructions, which of course all failed the tests. To return, I have to pay for shipping that MUST BE tracked. This will cost around $20 for a $26 item. I ignored this, and shipped with a regular mail. I should not expect anything back, but who knows.For $6 more I have another unit, and I can tell you it will not be a SanDisk Ultra. Oh, well, the average price for the 3 remaining units will then be $34 (33% more than the purchase price).If I get a replacement, I will update this message.Update:I got an e-mail from SanDisk to advise me that they did receive the item and it is being processed. Shipping without tracking cost me $0.65 vs. $20. At least I have to give their customer service (or return department?) credit for being honest. Too bad the memory cards have problems, as SanDisk had an excellent name for providing good quality products. Maybe I should give this another 1/2 star, but there no such thing.",2,"SandDisk Ultra 32 GB, dead after 4 months. Update!",1368316800,12/5/2013,368,1,2
A2TN6CYBP77PWJ,B007WTAJTO,Dr. Pep,"[1, 2]","With a USB 3.0 card reader, CrystalDiskMark shows blazing fast 47MB/s read but disappointingly slow 13MB/s write speed. So you can pretty much forget about reliable 1080P video recording.Update: It is correct that write speed great than 10MB/s is enough for 1080P recording. I need to clarify that the card is very slow when UHS-1 is not enabled. The read/write speeds drop to 13.3/7.9 MB/s. For devices that are a few years old such as Canon T2i which does not support UHS, 1080P recording may not be reliable. This card is classified as ""class 10,"" it should support sustained write speed of at least 10MB/s without UHS. It fails my test, as observed by other reviewers as well.",2,"Fast Read, Slooooow Write :(",1378857600,11/9/2013,394,1,2
A2XZ9SPQ3HG12W,B007WTAJTO,Eric,"[1, 1]","I like it comes in handy fits good with my Galaxy S5 smartphone, no problem with filing data on a computer.",3,Sandisk,1400457600,5/19/2014,203,1,1
ATFXBS51I564M,B007WTAJTO,Eric J. goff,"[0, 0]","Not bad, I doesnt feel any quicker than a normal 32GB card.  And you only get 27GB of storage. 20",3,"Supposed to be 32GB,",1373846400,7/15/2013,511,0,0
A29VNULQE1T3JM,B007WTAJTO,Erik Fisher,"[3, 3]","Not ok with GoPro Hero 3+ Black Edition. The speed of this card is below other brands' class 10 standard. When I use this card with GoPro and Pro-tune on, it will stop recording after 20 mins or so. I already returned this item and bought the Samsung class 10 memory card instead.",2,Not compatible with GoPro Hero 3+ Black Edition,1385683200,11/29/2013,374,3,3
ASWWJ7QM1HD39,B007WTAJTO,Frederico,"[0, 0]","I ordered this in a frustration free for, I don't really know why, and to my surprise the package was already open.Amazon is trying to make my life so much easier that I won't even need to open anything anymore. /ironyMaybe someone messed with my card, maybe not, but I'm never ordering anything in frustration free package.I'll test the card and update the review.Update:After testing the card and contacting Sandisk about it, i'm able to confirm that the card is authentic.The 3 star review reflect the packaging. I might not use it next time.",3,Amazon frustration free packaging is not so frustration free,1392768000,2/19/2014,292,0,0
A2TE3Y2BRE5JBK,B007WTAJTO,fwdkiller,"[0, 0]",I bought one but it died on my galaxy s4 but i sent it in to sand disk and they sent a brand new one.,3,works on all new samsung galaxy phones.,1385078400,11/22/2013,381,0,0
A2WB2KKS7MXTCW,B007WTAJTO,g0estoeleven,"[0, 0]","This card does exactly what it should.  Class-10 performance at a fair price in a MicroSD format.  It should be faster though, and in fact there are options out there now at a nominally higher price that do, including the &#34;extreme&#34; versions from the same vendor.",3,Good value for its class but no speed demon,1375488000,3/8/2013,640,0,0
ATUPETKG5KNZT,B007WTAJTO,Gabriel,"[0, 0]","The item arrive in time, but was unfortunately defective as it would not accept a copy operation. Further investigation led to discovering the card had bad sectors. Refund is progressing without a hitch however, so not all was lost.",2,"Bad luck, received faulty card.",1349740800,9/10/2012,819,0,0
A1KDLNTVTMT0RA,B007WTAJTO,"Galahan ""Galahan""","[0, 1]",First of all Amazon has shipped the mobile version of this card. It is different that what was listed on the page. There goes a star for incorrect shipping. And the item has stopped working after a week in my Surface tablet.,2,Stopped working after a week,1356566400,12/27/2012,711,0,1
A3EJXYKKPO8G3R,B007WTAJTO,Gary Al,"[0, 0]","this did not last very long. Would not work in any of my mobile devices. I tried it in 4 different ones and the only place it now works is in my desktop in the adapter sleeve. Not much use there, since i already have 2 TB",2,It stopped working.,1374105600,7/18/2013,508,0,0
A33ZOFIRMX9FVC,B007WTAJTO,Gary K,"[0, 0]","However, SanDisk replaced it and didn't charge for shipping.  So I guess I'll wait and see how long this one lasts.",3,First one failed after only a couple of months.,1388361600,12/30/2013,343,0,0
A1ZNRDGYE9WEZB,B007WTAJTO,George Fox,"[0, 1]","8 gb card works fine in the device, but this 32 gb card will unmount when moving or copying large amounts of data.Never tried reformatting or in-depth troubleshooting, but I expect products from a reputable company like SanDisk to just work.",2,Works incosistently with Motorola Droid M,1379635200,9/20/2013,444,0,1
A1R88O629MUZU,B007WTAJTO,George Hammack,"[0, 0]",I have seen and purchased these at lower prices so I was disappointed on the cost but I needed them pretty quickly and I knew Sandisc's are good SD cards.,3,32 GB Micvro SD cards,1403395200,6/22/2014,169,0,0
